country,country_code,year,adult_literacy_rate,youth_literacy_male,youth_literacy_female,region
eritrea,ERI,2002,53.0,86.0,69.0,Africa
eritrea,ERI,2008,65.0,91.0,83.0,Africa
estonia,EST,2000,100.0,100.0,100.0,Europe
estonia,EST,2011,100.0,100.0,100.0,Europe
eswatini,SWZ,2000,82.0,91.0,93.0,Africa
eswatini,SWZ,2006,82.15758,88.81,93.58,Africa
eswatini,SWZ,2010,82.15758,94.4,96.32,Africa
eswatini,SWZ,2014,82.15758,94.4,100.0,Africa
eswatini,SWZ,2022,90.74702,98.55315,98.77755,Africa
ethiopia,ETH,1994,27.0,39.0,28.0,Africa
ethiopia,ETH,2000,82.15758,49.47,27.02,Africa
ethiopia,ETH,2004,36.0,62.0,39.0,Africa
ethiopia,ETH,2005,82.15758,60.07,34.06,Africa
ethiopia,ETH,2007,39.0,63.0,47.0,Africa
ethiopia,ETH,2011,82.15758,65.08,43.65,Africa
ethiopia,ETH,2016,47.49159,79.13417,64.5676,Africa
ethiopia,ETH,2019,82.15758,94.4,70.29423,Africa
europe and central asia (wb),Unknown,1990,82.15758,99.29788,98.59226,Unknown
europe and central asia (wb),Unknown,1991,82.15758,99.30632,98.63546,Unknown
europe and central asia (wb),Unknown,1992,82.15758,99.14109,98.60188,Unknown
europe and central asia (wb),Unknown,1993,82.15758,99.14551,98.64055,Unknown
europe and central asia (wb),Unknown,1994,95.93806,99.15435,98.69671,Unknown
europe and central asia (wb),Unknown,1995,96.06758,99.15745,98.73289,Unknown
europe and central asia (wb),Unknown,1996,96.22135,99.16376,98.77194,Unknown
europe and central asia (wb),Unknown,1997,96.3414,99.16921,98.8102,Unknown
europe and central asia (wb),Unknown,1998,96.48624,99.14203,98.83175,Unknown
europe and central asia (wb),Unknown,1999,96.59245,99.12084,98.84616,Unknown
europe and central asia (wb),Unknown,2000,96.65252,99.27405,98.82764,Unknown
europe and central asia (wb),Unknown,2001,96.7528,99.28998,98.86257,Unknown
europe and central asia (wb),Unknown,2002,96.91116,99.34685,98.91292,Unknown
europe and central asia (wb),Unknown,2003,97.00517,99.34642,98.93462,Unknown
europe and central asia (wb),Unknown,2004,97.09123,99.32986,98.9432,Unknown
europe and central asia (wb),Unknown,2005,97.21017,99.37011,99.01076,Unknown
europe and central asia (wb),Unknown,2006,97.27016,99.38467,99.02952,Unknown
europe and central asia (wb),Unknown,2007,97.35178,99.40214,99.0562,Unknown
europe and central asia (wb),Unknown,2008,97.47324,99.41971,99.08809,Unknown
europe and central asia (wb),Unknown,2009,97.73077,99.5298,99.31396,Unknown
europe and central asia (wb),Unknown,2010,97.89465,99.559,99.38538,Unknown
europe and central asia (wb),Unknown,2011,98.03516,99.59864,99.46198,Unknown
europe and central asia (wb),Unknown,2012,98.13266,99.62316,99.51233,Unknown
europe and central asia (wb),Unknown,2013,98.19623,99.64314,99.5471,Unknown
europe and central asia (wb),Unknown,2014,98.23871,99.66125,99.57678,Unknown
europe and central asia (wb),Unknown,2015,98.28185,99.66372,99.6026,Unknown
europe and central asia (wb),Unknown,2016,98.33891,99.67653,99.6327,Unknown
europe and central asia (wb),Unknown,2017,98.41798,99.68803,99.67333,Unknown
europe and central asia (wb),Unknown,2018,98.50179,99.73709,99.71808,Unknown
europe and central asia (wb),Unknown,2019,98.56401,99.74954,99.74016,Unknown
europe and central asia (wb),Unknown,2020,98.60383,99.73968,99.75049,Unknown
europe and central asia (wb),Unknown,2021,98.64628,99.75074,99.75854,Unknown
europe and central asia (wb),Unknown,2022,98.66442,99.75511,99.76337,Unknown
europe and central asia (wb),Unknown,2023,98.68871,99.75977,99.76482,Unknown
europe and northern america (sdg),Unknown,2002,82.15758,99.47237,99.50273,Unknown
europe and northern america (sdg),Unknown,2003,97.8978,99.48047,99.5103,Unknown
europe and northern america (sdg),Unknown,2004,97.95613,99.4866,99.51708,Unknown
europe and northern america (sdg),Unknown,2005,98.00925,99.49365,99.51734,Unknown
europe and northern america (sdg),Unknown,2006,98.077,99.50642,99.51924,Unknown
europe and northern america (sdg),Unknown,2007,82.15758,99.5034,99.52847,Unknown
europe and northern america (sdg),Unknown,2018,98.61607,99.66694,99.63965,Unknown
europe and northern america (sdg),Unknown,2019,98.64308,99.67549,99.64386,Unknown
europe and northern america (sdg),Unknown,2020,98.66912,99.66568,99.64667,Unknown
europe and northern america (sdg),Unknown,2021,98.69566,99.67509,99.64984,Unknown
europe and northern america (sdg),Unknown,2022,98.70273,99.67989,99.65033,Unknown
fiji,FJI,2021,82.15758,96.11,99.41343,Oceania
gabon,GAB,1993,72.0,94.0,92.0,Africa
gabon,GAB,2012,82.15758,94.88,93.77,Africa
gabon,GAB,2021,88.85834,94.95532,93.04062,Africa
gambia,GMB,2000,37.0,64.0,41.0,Africa
gambia,GMB,2006,82.15758,94.4,48.15,Africa
gambia,GMB,2013,82.15758,78.39,65.85,Africa
gambia,GMB,2015,51.0,71.0,64.0,Africa
gambia,GMB,2018,53.1602,74.97817,67.01137,Africa
gambia,GMB,2021,51.6374,72.01779,62.55218,Africa
georgia,GEO,2002,100.0,100.0,100.0,Asia
georgia,GEO,2005,82.15758,94.4,99.9,Asia
georgia,GEO,2014,100.0,100.0,100.0,Asia
georgia,GEO,2017,99.0,100.0,99.0,Asia
georgia,GEO,2018,99.65366,99.9046,99.94143,Asia
georgia,GEO,2022,100.0,100.0,100.0,Asia
georgia,GEO,2023,99.55547,98.88482,99.8423,Asia
ghana,GHA,2000,58.0,76.0,65.0,Africa
ghana,GHA,2003,82.15758,84.77,73.05,Africa
ghana,GHA,2006,82.15758,94.4,76.92,Africa
ghana,GHA,2010,71.0,88.0,83.0,Africa
ghana,GHA,2011,82.15758,94.4,84.6,Africa
ghana,GHA,2014,82.15758,91.17,83.65,Africa
ghana,GHA,2017,64.49239,89.77029,85.2477,Africa
ghana,GHA,2021,76.48568,91.73803,91.30476,Africa
greece,GRC,1991,93.0,99.0,99.0,Europe
greece,GRC,2001,96.0,99.0,99.0,Europe
greece,GRC,2009,94.0,100.0,99.0,Europe
guam,GUM,1990,99.0,100.0,100.0,Oceania
guatemala,GTM,1994,64.0,82.0,71.0,North America
guatemala,GTM,2000,82.15758,87.7,76.3,North America
guatemala,GTM,2002,69.0,86.0,78.0,North America
guatemala,GTM,2006,82.15758,91.4,84.8,North America
guatemala,GTM,2012,78.0,95.0,92.0,North America
guatemala,GTM,2013,77.0,94.0,90.0,North America
guatemala,GTM,2014,81.0,94.9,91.9,North America
guatemala,GTM,2015,80.19509,96.67467,93.61574,North America
guatemala,GTM,2018,81.0,95.0,94.0,North America
guatemala,GTM,2022,83.03117,95.85535,94.21057,North America
guatemala,GTM,2023,82.15758,97.3,96.7,North America
guinea,GIN,1996,21.0,44.0,13.0,Africa
guinea,GIN,2003,30.0,59.0,34.0,Africa
guinea,GIN,2005,82.15758,64.19,24.12,Africa
guinea,GIN,2010,25.0,38.0,22.0,Africa
guinea,GIN,2012,82.15758,71.69,37.24,Africa
guinea,GIN,2014,32.0,57.0,37.0,Africa
guinea,GIN,2016,82.15758,94.4,46.62764,Africa
guinea,GIN,2018,40.0,70.0,43.0,Africa
guinea-bissau,GNB,2000,41.0,75.0,46.0,Africa
guinea-bissau,GNB,2006,82.15758,94.4,35.78,Africa
guinea-bissau,GNB,2014,82.15758,94.4,100.0,Africa
guinea-bissau,GNB,2019,54.88232,81.83359,68.58931,Africa
guinea-bissau,GNB,2022,63.93413,86.19711,78.26567,Africa
guyana,GUY,2006,82.15758,94.4,100.0,South America
guyana,GUY,2009,82.15758,95.71,95.91,South America
guyana,GUY,2014,82.15758,94.4,100.0,South America
guyana,GUY,2020,85.63835,99.26508,99.02955,South America
haiti,HTI,2003,59.0,83.0,81.0,North America
haiti,HTI,2012,82.15758,86.55,84.3,North America
haiti,HTI,2017,68.00986,88.38471,89.32992,North America
high-income countries,Unknown,2004,82.15758,98.8447,98.70911,Unknown
high-income countries,Unknown,2005,82.15758,98.89156,98.75847,Unknown
high-income countries,Unknown,2020,82.15758,99.22166,99.28018,Unknown
high-income countries,Unknown,2021,82.15758,99.27138,99.30231,Unknown
honduras,HND,2001,80.0,89.7,92.7,North America
honduras,HND,2004,82.15758,90.2,91.5,North America
honduras,HND,2005,82.15758,89.9,93.6,North America
honduras,HND,2007,84.0,93.0,95.0,North America
honduras,HND,2009,82.15758,92.6,95.2,North America
honduras,HND,2010,85.0,94.4,95.9,North America
honduras,HND,2011,85.0,94.9,96.9,North America
honduras,HND,2012,85.0,94.0,96.0,North America
honduras,HND,2013,85.0,93.9,96.3,North America
honduras,HND,2014,87.0,95.0,96.3,North America
honduras,HND,2015,88.0,95.0,97.0,North America
honduras,HND,2016,89.0,94.9,97.2,North America
honduras,HND,2018,87.0,94.9,98.2,North America
honduras,HND,2019,89.0,94.8,97.3,North America
honduras,HND,2023,82.15758,94.6,96.5,North America
india,IND,1991,48.0,74.0,49.0,Asia
india,IND,2001,61.0,84.0,68.0,Asia
india,IND,2006,63.0,88.0,74.0,Asia
india,IND,2011,69.0,90.0,82.0,Asia
india,IND,2016,82.15758,93.55494,86.73757,Asia
india,IND,2020,82.15758,99.07,90.95,Asia
india,IND,2022,76.0,97.0,96.0,Asia
india,IND,2023,82.0,98.0,96.0,Asia
indonesia,IDN,1990,82.0,97.0,95.0,Asia
indonesia,IDN,2004,90.0,99.0,99.0,Asia
indonesia,IDN,2006,92.0,97.0,96.0,Asia
indonesia,IDN,2008,92.0,100.0,99.0,Asia
indonesia,IDN,2009,93.0,100.0,99.0,Asia
indonesia,IDN,2011,93.0,99.0,99.0,Asia
indonesia,IDN,2014,95.0,100.0,100.0,Asia
indonesia,IDN,2015,95.0,100.0,100.0,Asia
indonesia,IDN,2016,95.0,100.0,100.0,Asia
indonesia,IDN,2017,82.15758,99.93,99.29,Asia
indonesia,IDN,2018,96.0,100.0,100.0,Asia
indonesia,IDN,2020,96.0,100.0,100.0,Asia
indonesia,IDN,2022,82.15758,92.91,94.72,Asia
iran,IRN,1991,66.0,92.0,81.0,Asia
iran,IRN,1996,73.0,96.0,91.0,Asia
iran,IRN,2002,77.0,94.4,93.59,Asia
iran,IRN,2005,82.0,98.0,97.0,Asia
